Date,Price,Open,High,Low,Vol.,Change %
24-Jan-20,69.48,69.85,70.24,69.35,-,-0.64%
23-Jan-20,69.93,70.94,70.94,69.81,-,-1.76%
22-Jan-20,71.18,69.01,71.26,68.73,-,2.80%
21-Jan-20,69.24,71.22,71.22,69.12,-,-2.89%
17-Jan-20,71.3,70,71.37,69.95,-,1.52%
16-Jan-20,70.23,70.28,70.37,69.73,-,0.06%
15-Jan-20,70.19,71.31,71.31,70.1,-,-1.74%
14-Jan-20,71.43,71.53,71.75,70.91,-,0.04%
13-Jan-20,71.4,71.2,71.96,71.19,-,0.14%
10-Jan-20,71.3,70.52,71.38,70.36,-,0.95%
9-Jan-20,70.63,69.91,70.85,69.56,-,0.90%
8-Jan-20,70,69.67,70.01,69.07,-,0.24%
7-Jan-20,69.83,70.08,70.25,69.47,-,-0.34%
6-Jan-20,70.07,69.35,70.1,69.31,-,1.23%
3-Jan-20,69.22,69.03,69.6,68.51,-,0.03%
2-Jan-20,69.2,69.31,69.73,69.04,-,0.32%
31-Dec-19,68.98,69.46,69.72,68.81,-,-0.88%
30-Dec-19,69.59,68.97,69.69,68.97,-,1.22%
27-Dec-19,68.75,68.79,69.32,68.47,-,0.10%
26-Dec-19,68.68,68.71,69.34,68.47,-,-0.06%
25-Dec-19,68.72,68.72,68.72,68.72,-,0.00%
24-Dec-19,68.72,68.49,68.73,68.24,-,0.32%
23-Dec-19,68.5,67.99,68.75,67.62,-,0.82%
20-Dec-19,67.94,67.54,68.31,67.13,-,0.34%
19-Dec-19,67.71,66.72,67.86,66.69,-,1.41%
18-Dec-19,66.77,66.48,67.18,66.25,-,0.47%
17-Dec-19,66.46,66.86,67.07,66.31,-,-0.78%
16-Dec-19,66.98,66.78,67.43,66.44,-,0.34%
13-Dec-19,66.75,67.4,67.8,66.44,-,-0.65%
12-Dec-19,67.19,65.83,67.38,65.58,-,1.99%
11-Dec-19,65.88,65.86,66.19,65.35,-,-0.11%
10-Dec-19,65.95,65.68,66.23,64.88,-,0.75%
9-Dec-19,65.46,66.18,66.25,64.81,-,-0.74%
6-Dec-19,65.95,64.52,66.33,64.52,-,2.25%
5-Dec-19,64.5,64.83,65.2,64.41,-,-0.52%
4-Dec-19,64.84,64.06,64.84,64.05,-,1.22%
3-Dec-19,64.06,64.7,64.92,64.03,-,-1.20%
2-Dec-19,64.84,65.34,65.97,64.75,-,-0.70%
29-Nov-19,65.3,65.69,65.69,65.12,-,-0.85%
27-Nov-19,65.86,65.84,66.09,65.31,-,0.02%
26-Nov-19,65.85,65.68,66.13,65.42,-,0.12%
25-Nov-19,65.77,64.94,65.89,64.77,-,1.39%
22-Nov-19,64.87,64.08,64.9,63.97,-,1.34%
21-Nov-19,64.01,63.93,64.84,63.7,-,-0.33%
20-Nov-19,64.22,65.25,65.81,64.19,-,-1.67%
19-Nov-19,65.31,65.55,66.05,65.17,-,-0.74%
18-Nov-19,65.8,66.49,66.63,65.27,-,1.45%
15-Nov-19,64.86,64.33,65,64.23,-,0.97%
14-Nov-19,64.24,64.4,64.9,63.86,-,-0.09%
13-Nov-19,64.3,64.52,64.84,64.14,-,-0.54%
12-Nov-19,64.65,64.26,64.82,64.05,-,0.54%
11-Nov-19,64.3,64.56,64.83,63.74,-,-0.33%
8-Nov-19,64.51,64.21,65.06,63.62,-,0.51%
7-Nov-19,64.18,63.59,64.86,63.49,-,0.83%
6-Nov-19,63.65,63.75,64.11,63.46,-,-0.19%
5-Nov-19,63.77,63.75,64.21,63.56,-,0.00%
4-Nov-19,63.77,64.68,64.97,63.55,-,-1.33%
1-Nov-19,64.63,64.36,64.91,63.82,-,0.39%
31-Oct-19,64.38,65.63,65.96,64.02,-,-2.02%
30-Oct-19,65.71,64.73,65.99,64.65,-,1.44%
29-Oct-19,64.78,64.88,65.46,64.71,-,-0.08%
28-Oct-19,64.83,65.18,65.28,64.49,-,-0.25%
25-Oct-19,64.99,64.68,65.69,64.59,-,0.49%
24-Oct-19,64.67,64.91,65.52,64.61,-,-0.32%
23-Oct-19,64.88,64.61,65.18,64.41,-,0.32%
22-Oct-19,64.67,64.39,65.19,63.97,-,0.34%
21-Oct-19,64.45,65.21,65.45,64.45,-,-1.12%
18-Oct-19,65.18,65.14,65.39,65.01,-,0.14%
17-Oct-19,65.09,64.53,65.14,64.2,-,0.84%
16-Oct-19,64.55,63.48,64.58,63.06,-,1.77%
15-Oct-19,63.43,62.04,63.69,61.73,-,1.98%
14-Oct-19,62.2,64.31,65.87,62.2,-,-2.81%
11-Oct-19,64,61.71,64,61.54,-,3.98%
10-Oct-19,61.55,62.05,62.47,61.37,-,-0.85%
9-Oct-19,62.08,61.26,62.38,61,-,1.21%
8-Oct-19,61.34,61.61,61.79,60.8,-,-0.79%
7-Oct-19,61.83,61.88,62.27,61.4,-,0.10%
4-Oct-19,61.77,61.72,62.13,61.23,-,0.34%
3-Oct-19,61.56,61.26,62.91,61.16,-,0.44%
2-Oct-19,61.29,60.95,61.53,60.39,-,0.56%
1-Oct-19,60.95,60.89,61.13,60.2,-,0.35%
30-Sep-19,60.74,60.88,61.13,60.09,-,-0.41%
27-Sep-19,60.99,60.04,61,59.59,-,1.25%
26-Sep-19,60.24,60.58,60.94,59.93,-,-0.63%
25-Sep-19,60.62,60.64,60.65,59.64,-,0.40%
24-Sep-19,60.38,60.81,60.95,59.66,-,-0.72%
23-Sep-19,60.82,60.62,61.67,60.14,-,0.45%
20-Sep-19,60.55,60.31,60.87,60.21,-,0.31%
19-Sep-19,60.36,60.53,61.12,60.29,-,-0.10%
18-Sep-19,60.42,61.23,61.34,60.42,-,-1.45%
17-Sep-19,61.31,62.46,62.55,60.81,-,-2.01%
16-Sep-19,62.57,62.58,62.78,61.89,-,0.43%
13-Sep-19,62.3,62.29,63.3,62.07,-,0.45%
12-Sep-19,62.02,59.52,62.36,59.47,-,4.45%
11-Sep-19,59.38,59.22,59.55,58.97,-,0.34%
10-Sep-19,59.18,58.91,59.7,58.91,-,0.39%
9-Sep-19,58.95,58.48,59.09,58.34,-,0.86%
6-Sep-19,58.45,59.08,59.86,58.04,-,-1.18%
5-Sep-19,59.15,58.34,59.17,58.15,-,1.67%
4-Sep-19,58.18,57.97,58.78,57.85,-,0.55%
3-Sep-19,57.86,58.54,58.72,57.56,-,-1.73%
30-Aug-19,58.88,59,59.3,58.48,-,-0.19%
29-Aug-19,58.99,58.73,59.28,57.96,-,0.49%
28-Aug-19,58.7,58.02,58.92,57.84,-,1.33%
27-Aug-19,57.93,57.68,59.41,57.41,-,0.28%
26-Aug-19,57.77,57.9,57.94,56.59,-,-0.70%
23-Aug-19,58.18,58.89,59.54,58.07,-,-1.19%
22-Aug-19,58.88,59.95,60.03,58.87,-,-1.75%
21-Aug-19,59.93,58.88,59.98,58.69,-,1.44%
20-Aug-19,59.08,59.35,59.65,59.08,-,-0.17%
19-Aug-19,59.18,60.14,60.18,59.12,-,-1.56%
16-Aug-19,60.12,59.57,60.23,59.54,-,0.89%
15-Aug-19,59.59,59.47,60.18,59.27,-,0.13%
14-Aug-19,59.51,59.4,59.86,58.95,-,-0.08%
13-Aug-19,59.56,58.11,59.95,57.9,-,2.44%
12-Aug-19,58.14,58.99,59.04,57.57,-,-1.21%
9-Aug-19,58.85,59.68,59.68,58.8,-,-1.31%
8-Aug-19,59.63,58.88,59.78,58.69,-,1.24%
7-Aug-19,58.9,58.74,58.93,57.52,-,0.20%
6-Aug-19,58.78,58.57,58.8,58.18,-,0.31%
5-Aug-19,58.6,59.75,60.1,57.27,-,-1.38%
2-Aug-19,59.42,62.14,62.15,59.38,-,-4.64%
1-Aug-19,62.31,63.87,63.87,62.26,-,-2.46%
31-Jul-19,63.88,63.38,63.98,63.14,-,0.88%
30-Jul-19,63.32,64.05,64.15,62.86,-,-1.43%
29-Jul-19,64.24,64.04,64.43,63.27,-,-0.34%
26-Jul-19,64.46,64.12,64.61,63.58,-,0.39%
25-Jul-19,64.21,64.18,64.67,63.97,-,-0.02%
24-Jul-19,64.22,63.57,64.67,63.54,-,0.78%
23-Jul-19,63.72,63.29,63.82,62.94,-,0.52%
22-Jul-19,63.39,63.23,63.97,63.11,-,0.48%
19-Jul-19,63.09,61.69,63.27,61.69,-,2.22%
18-Jul-19,61.72,62.48,62.58,61.67,-,-1.31%
17-Jul-19,62.54,63.07,63.17,62.34,-,-0.90%
16-Jul-19,63.11,63.9,63.9,62.85,-,-1.33%
15-Jul-19,63.96,62.83,64.09,62.69,-,2.12%
12-Jul-19,62.63,63.18,63.45,62.63,-,-0.78%
11-Jul-19,63.12,63.96,64.1,62.86,-,-1.21%
10-Jul-19,63.89,63.08,64.2,62.75,-,1.33%
9-Jul-19,63.05,64.76,65.02,62.76,-,-3.25%
8-Jul-19,65.17,66.27,66.48,65.16,-,-1.73%
5-Jul-19,66.32,66.51,66.74,65.84,-,-0.30%
3-Jul-19,66.52,66.39,67.16,66.28,-,0.03%
2-Jul-19,66.5,65.81,66.88,65.28,-,1.34%
1-Jul-19,65.62,67.1,67.84,65.59,-,-0.17%
28-Jun-19,65.73,65.97,66.73,65.56,-,-0.39%
27-Jun-19,65.99,66.54,66.72,65.78,-,-0.53%
26-Jun-19,66.34,65.63,67.48,65.47,-,1.19%
25-Jun-19,65.56,65.39,66.15,65.22,-,0.21%
24-Jun-19,65.42,64.71,65.55,64.69,-,6.10%
21-Jun-19,61.66,63.39,63.95,60.52,-,-2.51%
20-Jun-19,63.25,65.31,65.72,62.99,-,-3.35%
19-Jun-19,65.44,65.56,66.36,65.32,-,0.05%
18-Jun-19,65.41,65.44,66.99,64.98,-,0.08%
17-Jun-19,65.36,66.03,66.49,65.35,-,-0.97%
14-Jun-19,66,66.91,66.92,65.91,-,-1.32%
13-Jun-19,66.88,66.62,67.51,66.05,-,0.56%
12-Jun-19,66.51,65.65,66.94,65.42,-,1.26%
11-Jun-19,65.68,65.73,66.36,65.3,-,-0.32%
10-Jun-19,65.89,65.87,66.5,64.86,-,-0.30%
7-Jun-19,66.09,68.66,68.72,65.59,-,-3.56%
6-Jun-19,68.53,68.66,68.72,67.5,-,-0.32%
5-Jun-19,68.75,69.11,69.61,68.44,-,-0.32%
4-Jun-19,68.97,69.59,69.82,68.49,-,-0.62%
3-Jun-19,69.4,68.16,69.53,66.91,-,1.80%
31-May-19,68.17,69.31,69.67,68,-,-1.64%
30-May-19,69.31,69.01,69.49,68.2,-,0.25%
29-May-19,69.14,69.58,69.81,68.66,-,-0.29%
28-May-19,69.34,68.51,69.49,68.46,-,1.46%
