oil,DATE_year,DATE_month,DATE_day,gold,coffee,corn,cotton,lumber,wheat,snp
43.09,2016,7,25,"1,315.70",141.1,334.75,72.27,329.7,429.5,2168.47998
42.84,2016,7,26,"1,316.00",141.6,332.5,74.1,330.2,414.88,2169.179932
42.02,2016,7,27,"1,347.50",141.2,335.75,73.72,328.3,415.0,2166.580078
41.1,2016,7,28,"1,335.50",142.15,331.25,72.97,325.7,409.12,2170.060059
41.45,2016,7,29,"1,351.10",146.2,334.5,74.02,318.4,407.25,2173.600098
39.99,2016,8,1,"1,352.78",143.45,325.75,74.25,314.4,406.75,2170.840088
39.4,2016,8,2,"1,363.68",141.25,324.25,73.92,314.9,400.75,2157.030029
40.8,2016,8,3,"1,357.90",140.4,325.0,74.27,315.0,410.0,2163.790039
41.88,2016,8,4,"1,343.50",142.1,320.75,75.8,317.1,404.25,2164.25
41.54,2016,8,5,"1,336.60",142.5,324.25,76.78,322.6,415.38,2182.8701170000004
43.33,2016,8,8,"1,333.00",141.1,325.25,76.0,322.2,417.0,2180.889893
42.79,2016,8,9,"1,340.70",141.1,322.25,73.06,332.2,416.5,2181.73999
42.0,2016,8,10,"1,340.50",138.65,322.5,71.51,330.7,421.12,2175.48999
43.55,2016,8,11,"1,337.00",137.7,321.0,72.02,322.6,416.0,2185.790039
44.41,2016,8,12,"1,336.20",136.85,322.25,70.94,324.1,422.62,2184.050049
45.65,2016,8,15,"1,348.10",136.95,326.5,68.81,324.6,422.62,2190.149902
46.38,2016,8,16,"1,346.55",137.4,327.5,68.81,323.3,423.5,2178.149902
46.39,2016,8,17,"1,348.75",135.05,330.25,68.92,323.0,426.25,2182.219971
48.26,2016,8,18,"1,354.20",138.15,332.0,69.19,320.3,427.25,2187.02002
48.34,2016,8,19,"1,341.50",138.8,334.25,68.06,322.3,427.5,2183.8701170000004
47.08,2016,8,22,"1,333.75",144.1,333.25,68.33,323.2,415.25,2182.639893
48.13,2016,8,23,"1,338.10",145.3,328.5,68.52,325.0,407.5,2186.899902
46.77,2016,8,24,"1,323.75",142.15,327.5,67.86,318.9,404.5,2175.439941
47.04,2016,8,25,"1,321.70",143.5,323.5,68.09,316.9,401.38,2172.469971
47.5,2016,8,26,"1,317.25",143.9,316.25,68.03,316.9,384.12,2169.040039
47.09,2016,8,29,"1,327.20",144.0,311.75,67.01,312.7,397.25,2180.3798829999996
46.4,2016,8,30,"1,311.15",144.75,304.0,66.37,312.4,392.5,2176.1201170000004
44.65,2016,8,31,"1,308.95",145.9,301.5,65.59,312.7,387.5,2170.949951
43.38,2016,9,1,"1,315.25",150.1,311.0,68.18,308.7,394.62,2170.860107
44.49,2016,9,2,"1,327.75",150.1,316.5,67.86,302.4,399.0,2179.97998
44.63,2016,9,6,"1,350.30",152.45,316.75,69.2,312.5,398.0,2186.47998
45.38,2016,9,7,"1,344.95",153.85,321.0,69.4,308.3,402.5,2186.159912
47.49,2016,9,8,"1,337.75",153.7,327.0,69.22,304.7,406.0,2181.300049
46.0,2016,9,9,"1,328.05",149.95,330.0,69.1,307.1,403.0,2127.810059
46.28,2016,9,12,"1,337.10",149.7,329.25,66.76,308.4,408.75,2159.040039
45.09,2016,9,13,"1,318.50",147.35,319.25,67.09,310.0,400.0,2127.02002
44.0,2016,9,14,"1,320.30",147.8,322.25,67.69,310.0,402.25,2125.77002
44.08,2016,9,15,"1,314.80",147.6,330.0,67.83,298.8,399.5,2147.26001
42.99,2016,9,16,"1,303.55",147.1,337.0,67.36,303.9,403.88,2139.159912
43.42,2016,9,19,"1,314.20",151.5,337.25,68.37,305.6,404.0,2139.1201170000004
43.54,2016,9,20,"1,315.10",155.5,340.5,70.69,306.3,405.75,2139.76001
45.16,2016,9,21,"1,342.20",156.55,340.0,71.49,315.4,408.25,2163.1201170000004
46.38,2016,9,22,"1,343.20",155.25,336.75,71.68,325.4,405.75,2177.179932
44.5,2016,9,23,"1,343.20",151.4,336.5,70.13,327.1,405.25,2164.689941
46.06,2016,9,26,"1,337.95",153.55,329.0,70.01,327.1,396.0,2146.100098
44.51,2016,9,27,"1,326.40",153.7,331.75,69.72,326.2,404.25,2159.929932
45.99,2016,9,28,"1,321.95",153.1,329.25,68.71,325.6,403.38,2171.3701170000004
47.69,2016,9,29,"1,315.80",150.15,329.25,67.69,330.1,399.0,2151.1298829999996
48.08,2016,9,30,"1,312.00",151.55,336.75,68.06,336.4,401.75,2168.27002
48.84,2016,10,4,"1,266.25",147.45,348.25,69.66,330.3,395.75,2150.48999
49.83,2016,10,5,"1,263.00",148.2,347.75,67.72,331.7,405.5,2159.72998
50.36,2016,10,6,"1,254.70",146.4,340.5,67.53,336.0,395.25,2160.77002
49.81,2016,10,7,"1,240.25",148.0,339.75,66.97,343.1,395.0,2153.73999
51.35,2016,10,10,"1,253.10",152.85,343.25,67.36,342.3,404.25,2163.659912
50.66,2016,10,11,"1,245.25",150.8,345.5,67.17,332.3,407.25,2136.72998
50.2,2016,10,12,"1,262.35",152.1,337.0,68.97,334.6,397.5,2139.179932
50.5,2016,10,13,"1,260.25",152.7,349.5,69.34,328.0,416.5,2132.550049
50.08,2016,10,14,"1,250.55",155.4,354.25,70.62,323.4,420.75,2132.97998
49.77,2016,10,17,"1,254.00",157.1,354.0,71.23,315.0,424.25,2126.5
50.17,2016,10,18,"1,265.25",158.75,353.75,71.0,310.7,419.5,2139.600098
51.71,2016,10,19,"1,272.25",157.85,357.5,71.09,315.1,420.0,2144.290039
50.45,2016,10,20,"1,263.63",155.9,351.0,69.83,309.6,417.0,2141.340088
50.74,2016,10,21,"1,266.75",156.1,352.5,69.08,308.0,414.5,2141.159912
50.02,2016,10,24,"1,255.55",157.9,348.25,68.92,307.1,403.5,2151.330078
50.13,2016,10,25,"1,276.75",164.5,349.25,68.5,307.1,404.75,2143.159912
49.11,2016,10,26,"1,265.75",163.7,354.0,69.36,307.2,411.75,2139.429932
49.82,2016,10,27,"1,265.75",164.8,357.5,69.75,305.1,415.0,2133.040039
48.61,2016,10,28,"1,284.25",165.5,355.0,70.87,300.0,408.0,2126.409912
46.75,2016,10,31,"1,276.70",164.15,354.75,68.87,298.2,415.25,2126.149902
46.79,2016,11,1,"1,289.05",161.45,349.0,68.22,299.0,414.0,2111.719971
45.51,2016,11,2,"1,298.10",162.9,346.25,68.6,296.1,418.5,2097.939941
44.73,2016,11,3,"1,303.05",165.65,348.0,68.19,299.4,411.5,2088.659912
44.11,2016,11,4,"1,304.25",171.35,348.75,68.5,299.9,414.25,2085.179932
44.69,2016,11,7,"1,279.25",174.35,346.25,68.47,299.3,408.5,2131.52002
45.21,2016,11,8,"1,271.25",167.5,354.25,68.78,297.6,414.5,2139.560059
45.35,2016,11,9,"1,270.55",170.1,340.75,68.3,302.9,407.75,2163.26001
44.85,2016,11,10,"1,246.95",161.85,343.5,69.27,302.1,405.0,2167.47998
43.44,2016,11,11,"1,227.60",159.45,340.25,68.63,304.9,402.0,2164.449951
43.53,2016,11,14,"1,221.10",161.8,337.25,68.97,294.0,394.0,2164.199951
45.49,2016,11,15,"1,228.70",161.8,341.5,70.75,290.0,399.0,2180.389893
45.8,2016,11,16,"1,224.15",161.25,338.5,71.86,315.6,397.0,2176.939941
45.52,2016,11,17,"1,222.78",159.3,342.0,73.46,323.1,403.25,2187.1201170000004
45.33,2016,11,18,"1,208.55",157.85,345.5,73.24,320.7,408.75,2181.899902
47.63,2016,11,21,"1,207.25",158.65,349.75,72.34,321.5,410.75,2198.179932
47.6,2016,11,22,"1,212.30",157.25,351.0,72.19,322.5,406.25,2202.939941
48.09,2016,11,23,"1,193.38",154.65,350.75,71.75,324.4,401.5,2204.719971
45.92,2016,11,25,"1,182.25",152.3,349.25,71.19,334.4,396.75,2213.350098
47.14,2016,11,28,"1,194.75",153.0,348.5,72.1,337.9,418.0,2201.719971
45.39,2016,11,29,"1,187.75",149.9,336.75,71.22,330.3,408.25,2204.659912
49.82,2016,11,30,"1,168.55",147.5,336.75,71.6,329.8,403.0,2198.810059
51.46,2016,12,1,"1,161.00",141.8,331.75,70.82,331.1,395.75,2191.080078
51.51,2016,12,2,"1,177.50",141.2,337.5,71.05,337.2,403.0,2191.949951
51.89,2016,12,5,"1,178.85",140.2,349.5,71.05,332.9,408.5,2204.709961
50.86,2016,12,6,"1,178.75",137.95,351.0,71.41,331.4,407.0,2212.22998
50.23,2016,12,7,"1,173.95",137.9,350.5,71.19,328.7,401.25,2241.350098
50.7,2016,12,8,"1,170.75",137.6,346.5,71.48,322.8,407.75,2246.189941
51.4,2016,12,9,"1,160.35",135.55,352.5,70.72,317.3,416.0,2259.530029
53.19,2016,12,12,"1,162.45",138.05,354.5,71.75,316.3,416.75,2256.959961
52.98,2016,12,13,"1,158.25",138.9,356.25,72.0,315.5,418.0,2271.719971
51.04,2016,12,14,"1,140.25",140.25,351.75,71.52,316.0,418.25,2253.280029
50.9,2016,12,15,"1,128.20",138.3,356.5,71.59,313.5,409.0,2262.030029
51.9,2016,12,16,"1,131.25",138.2,356.25,70.96,309.3,408.75,2258.070068
52.12,2016,12,19,"1,144.75",141.2,353.25,69.56,306.4,405.25,2262.530029
53.3,2016,12,20,"1,132.05",143.85,350.25,69.34,310.9,403.0,2270.76001
52.49,2016,12,21,"1,131.25",144.55,347.25,70.26,308.8,399.5,2265.179932
52.95,2016,12,22,"1,128.78",139.1,347.25,70.12,308.1,396.75,2260.959961
53.02,2016,12,23,"1,133.95",136.15,345.75,69.88,307.7,394.38,2263.790039
53.9,2016,12,27,"1,138.85",134.2,355.0,69.84,305.4,410.0,2268.8798829999996
54.06,2016,12,28,"1,141.58",133.5,348.25,69.83,310.0,401.75,2249.919922
53.77,2016,12,29,"1,157.90",135.45,349.75,70.52,311.7,404.75,2249.26001
53.72,2016,12,30,"1,141.25",137.05,352.0,70.69,316.6,407.75,2238.830078
52.33,2017,1,3,"1,158.98",137.4,355.75,71.75,315.4,406.38,2257.830078
53.26,2017,1,4,"1,168.88",141.8,359.75,73.47,314.9,418.0,2270.75
53.76,2017,1,5,"1,179.88",143.75,361.25,73.81,315.3,425.5,2269.0
53.99,2017,1,6,"1,169.75",142.85,358.0,73.94,312.9,423.0,2276.97998
51.96,2017,1,9,"1,188.75",144.2,360.0,73.01,304.8,427.25,2268.899902
50.82,2017,1,10,"1,189.25",147.7,358.25,73.08,306.7,427.0,2268.899902
52.25,2017,1,11,"1,179.03",149.0,357.25,73.17,310.6,419.0,2275.320068
52.37,2017,1,13,"1,197.45",149.3,358.5,72.25,316.0,426.25,2274.639893
52.48,2017,1,17,"1,216.85",149.9,365.5,72.14,334.7,432.75,2267.889893
51.08,2017,1,18,"1,220.08",149.2,365.0,72.27,326.8,431.0,2271.889893
51.37,2017,1,19,"1,213.75",150.75,366.25,72.78,325.6,423.5,2263.689941
52.75,2017,1,23,"1,219.45",155.4,369.5,74.75,321.5,433.0,2265.199951
53.18,2017,1,24,"1,215.35",152.35,363.25,73.5,320.8,427.75,2280.070068
52.75,2017,1,25,"1,203.75",152.9,366.25,73.88,328.7,424.25,2298.3701170000004
53.78,2017,1,26,"1,180.63",151.45,363.75,74.25,332.0,426.12,2296.679932
53.17,2017,1,27,"1,191.18",152.4,362.5,74.9,328.4,421.75,2294.689941
52.63,2017,1,30,"1,197.75",151.15,357.75,74.1,324.2,414.25,2280.899902
52.81,2017,1,31,"1,215.35",149.55,359.75,74.97,330.0,421.0,2278.8701170000004
53.88,2017,2,1,"1,214.75",150.15,368.25,76.39,337.9,432.75,2279.550049
53.54,2017,2,2,"1,224.05",145.95,367.5,76.84,347.9,435.25,2280.850098
53.83,2017,2,3,"1,220.20",146.25,365.25,76.34,350.6,430.88,2297.419922
53.01,2017,2,6,"1,235.83",144.2,363.75,75.66,360.1,423.5,2292.560059
52.17,2017,2,7,"1,233.75",142.6,368.5,75.1,361.9,430.0,2293.080078
52.34,2017,2,8,"1,242.38",142.9,370.75,75.23,371.9,432.75,2294.669922
53.0,2017,2,9,"1,226.33",145.2,369.5,75.66,375.4,443.5,2307.8701170000004
53.86,2017,2,10,"1,233.58",145.75,374.5,75.84,370.5,449.75,2316.100098
52.93,2017,2,13,"1,226.95",144.25,375.5,76.7,365.4,451.5,2328.25
53.2,2017,2,14,"1,228.68",143.65,374.25,76.42,365.4,449.75,2337.580078
53.36,2017,2,16,"1,239.35",146.3,373.5,75.03,361.3,447.75,2347.219971
53.4,2017,2,17,"1,235.03",147.8,368.25,73.41,363.3,441.25,2351.159912
54.33,2017,2,21,"1,235.95",150.35,369.25,75.68,361.3,437.0,2365.3798829999996
53.59,2017,2,22,"1,237.60",149.2,371.0,75.47,363.7,441.0,2362.820068
54.45,2017,2,23,"1,249.30",147.85,365.5,76.13,362.9,437.0,2363.810059
53.99,2017,2,24,"1,256.98",144.4,364.0,76.59,367.5,433.0,2367.340088
54.05,2017,2,27,"1,247.25",139.1,360.25,76.12,373.5,438.75,2369.75
54.01,2017,2,28,"1,248.38",140.7,366.75,76.31,366.4,443.75,2363.639893
53.83,2017,3,1,"1,249.75",142.65,375.75,77.91,361.5,457.25,2395.959961
52.61,2017,3,2,"1,234.65",142.2,372.75,76.84,355.7,453.5,2381.919922
53.33,2017,3,3,"1,234.78",141.25,374.75,77.94,357.0,454.25,2383.1201170000004
53.2,2017,3,6,"1,228.05",139.65,372.75,79.2,356.9,458.75,2375.310059
53.14,2017,3,7,"1,212.95",139.0,369.5,78.02,360.9,456.25,2368.389893
50.28,2017,3,8,"1,205.25",140.05,365.25,78.15,356.7,447.5,2362.97998
49.28,2017,3,9,"1,200.90",138.75,359.75,77.84,348.6,443.75,2364.8701170000004
48.49,2017,3,10,"1,204.80",139.65,358.0,77.3,345.5,442.0,2372.600098
48.4,2017,3,13,"1,202.63",140.5,354.5,76.84,345.0,430.75,2373.469971
47.72,2017,3,14,"1,199.03",139.6,353.75,77.16,346.2,431.0,2365.449951
48.86,2017,3,15,"1,218.88",139.2,363.5,78.14,340.9,436.0,2385.26001
48.75,2017,3,16,"1,227.08",139.75,366.0,78.09,363.5,436.75,2381.3798829999996
48.78,2017,3,17,"1,229.15",140.8,367.5,78.38,361.8,436.75,2378.25
48.22,2017,3,20,"1,234.38",144.0,363.5,77.38,371.0,430.75,2373.469971
48.24,2017,3,21,"1,245.88",143.5,361.25,76.81,370.2,426.5,2344.02002
48.04,2017,3,22,"1,247.48",141.7,358.75,77.38,373.3,422.25,2348.449951
47.7,2017,3,23,"1,244.88",140.5,356.75,77.37,376.7,421.25,2345.959961
47.97,2017,3,24,"1,254.98",137.6,356.25,77.47,376.6,424.25,2343.97998
47.73,2017,3,27,"1,257.45",139.2,355.75,77.0,372.6,421.25,2341.590088
48.37,2017,3,28,"1,256.15",138.85,357.75,76.93,369.2,424.75,2358.570068
49.51,2017,3,29,"1,252.45",139.3,358.5,76.12,369.2,425.5,2361.1298829999996
50.35,2017,3,30,"1,256.25",139.3,357.5,76.22,375.4,420.75,2368.060059
50.6,2017,3,31,"1,249.13",139.3,364.25,77.33,381.4,425.75,2362.719971
50.24,2017,4,3,"1,258.25",137.85,367.75,75.5,374.0,429.25,2358.840088
51.03,2017,4,4,"1,253.75",137.75,363.0,74.81,373.1,427.25,2360.159912
51.15,2017,4,5,"1,255.30",137.3,364.75,74.87,379.6,430.25,2352.949951
51.7,2017,4,6,"1,253.55",137.75,360.75,74.58,389.6,423.0,2357.48999
52.24,2017,4,7,"1,254.05",140.05,359.5,73.5,399.6,423.62,2355.540039
53.08,2017,4,10,"1,254.73",139.85,367.0,75.21,393.8,428.75,2357.159912
53.4,2017,4,11,"1,276.75",140.2,366.5,74.92,403.5,434.12,2353.780029
53.11,2017,4,12,"1,286.60",138.3,369.0,74.72,393.5,433.38,2344.929932
53.18,2017,4,13,"1,299.75",138.9,371.0,75.69,385.0,429.75,2328.949951
52.65,2017,4,17,"1,284.80",141.1,366.5,77.14,386.7,421.25,2349.01001
52.41,2017,4,18,"1,289.65",142.9,361.75,76.91,385.0,422.25,2342.189941
50.44,2017,4,19,"1,281.40",138.0,361.75,77.72,387.4,418.5,2338.169922
50.27,2017,4,20,"1,286.75",131.65,357.75,80.24,388.8,406.75,2355.840088
49.62,2017,4,21,"1,285.00",129.85,357.0,79.49,398.5,405.75,2348.689941
49.23,2017,4,24,"1,278.00",129.5,359.25,78.78,395.1,419.0,2374.149902
49.56,2017,4,25,"1,263.75",129.9,365.0,79.38,385.1,427.25,2388.610107
49.62,2017,4,26,"1,272.25",128.15,359.0,79.13,377.2,426.0,2387.449951
48.97,2017,4,27,"1,268.25",127.1,362.0,77.95,377.7,431.5,2388.77002
49.33,2017,4,28,"1,268.15",131.05,358.0,78.77,379.8,432.62,2384.199951
48.84,2017,5,1,"1,256.80",133.6,369.25,78.95,388.3,456.0,2388.330078
47.66,2017,5,2,"1,254.60",134.0,364.0,79.16,385.2,454.5,2391.169922
47.82,2017,5,3,"1,238.38",135.0,366.25,78.81,383.6,453.5,2388.1298829999996
45.52,2017,5,4,"1,227.75",132.7,358.0,78.95,388.5,438.25,2389.52002
46.22,2017,5,5,"1,221.20",133.1,361.75,77.81,383.0,443.0,2399.290039
46.43,2017,5,8,"1,222.30",134.55,356.75,77.27,381.2,434.0,2399.3798829999996
45.88,2017,5,9,"1,210.70",132.8,358.25,77.42,379.7,429.75,2396.919922
47.33,2017,5,10,"1,219.15",134.3,365.25,76.4,368.4,431.75,2399.6298829999996
47.83,2017,5,11,"1,213.05",131.9,360.5,79.15,375.5,433.5,2394.439941
47.84,2017,5,12,"1,233.25",132.6,361.75,82.13,374.8,432.75,2390.899902
48.85,2017,5,15,"1,230.73",131.25,367.75,85.57,387.5,424.25,2402.320068
48.66,2017,5,16,"1,241.75",129.25,367.75,81.48,371.7,425.0,2400.669922
49.07,2017,5,17,"1,260.73",132.2,371.5,80.3,373.7,427.5,2357.030029
49.35,2017,5,18,"1,245.95",127.4,366.0,79.25,367.7,426.0,2365.719971
50.33,2017,5,19,"1,255.55",132.1,372.5,79.44,363.0,435.5,2381.72998
50.73,2017,5,22,"1,260.45",130.6,375.0,78.44,363.3,434.75,2394.02002
51.47,2017,5,23,"1,251.15",130.25,369.5,77.22,362.7,429.12,2398.419922
51.36,2017,5,24,"1,258.20",128.55,371.25,77.45,361.6,432.5,2404.389893
48.9,2017,5,25,"1,249.00",129.3,369.25,77.25,353.0,430.75,2415.070068
49.8,2017,5,26,"1,267.05",131.2,374.25,77.17,354.2,438.75,2415.820068
49.66,2017,5,30,"1,269.50",132.1,367.0,77.33,346.8,429.38,2412.909912
48.32,2017,5,31,"1,275.50",129.35,372.0,76.93,345.1,429.5,2411.800049
48.36,2017,6,1,"1,265.65",127.7,370.5,77.57,353.2,429.25,2430.060059
47.66,2017,6,2,"1,279.98",125.55,372.75,76.69,353.5,429.25,2439.070068
47.4,2017,6,5,"1,279.95",128.45,373.0,76.41,351.6,429.5,2436.100098
48.19,2017,6,6,"1,298.75",125.55,377.25,76.09,355.0,435.75,2429.330078
45.72,2017,6,7,"1,286.93",125.75,384.75,75.84,357.9,444.75,2433.139893
45.64,2017,6,8,"1,278.65",126.35,385.75,76.45,363.6,449.75,2433.790039
45.83,2017,6,9,"1,266.40",126.55,387.75,75.66,364.4,445.75,2431.77002
46.08,2017,6,12,"1,263.25",127.6,377.25,75.12,370.2,434.0,2429.389893
46.46,2017,6,13,"1,265.85",126.4,381.0,74.5,368.9,444.5,2440.350098
44.73,2017,6,14,"1,281.45",125.55,377.0,73.5,368.0,443.12,2437.919922
44.46,2017,6,15,"1,254.00",125.8,379.5,72.0,365.5,454.75,2432.459961
44.74,2017,6,16,"1,253.63",123.55,384.0,71.91,363.4,466.0,2433.149902
44.2,2017,6,19,"1,243.25",124.2,375.25,71.33,368.2,467.75,2453.459961
43.23,2017,6,20,"1,240.25",121.95,370.0,71.28,363.6,471.75,2437.030029
42.53,2017,6,21,"1,246.55",119.35,368.75,71.01,360.1,464.75,2435.610107
42.74,2017,6,22,"1,259.93",113.45,362.75,71.09,363.0,461.0,2434.5
43.01,2017,6,23,"1,256.90",119.95,357.75,72.99,363.7,460.0,2438.300049
43.38,2017,6,26,"1,244.45",121.95,359.0,67.48,360.9,466.25,2439.070068
44.24,2017,6,27,"1,244.75",122.75,359.25,67.53,353.6,469.0,2419.3798829999996
44.74,2017,6,28,"1,249.33",122.75,356.75,67.62,358.8,473.25,2440.689941
44.93,2017,6,29,"1,245.73",124.75,359.75,67.21,366.0,495.88,2419.699951
46.04,2017,6,30,"1,241.60",124.05,370.5,68.65,365.9,525.75,2423.409912
47.07,2017,7,3,"1,218.15",125.85,378.0,67.87,367.0,554.38,2429.01001
45.13,2017,7,5,"1,226.95",127.65,381.75,67.56,364.8,558.75,2432.540039
45.52,2017,7,6,"1,225.15",126.75,380.25,68.17,362.3,538.62,2409.75
44.23,2017,7,7,"1,207.25",126.55,382.25,68.43,365.5,535.25,2425.179932
44.4,2017,7,10,"1,206.35",126.25,391.75,67.29,379.9,550.5,2427.429932
45.04,2017,7,11,"1,217.70",124.45,392.25,67.59,388.8,553.25,2425.530029
45.49,2017,7,12,"1,218.75",126.0,376.25,67.15,394.0,536.5,2443.25
46.08,2017,7,13,"1,209.45",129.35,361.0,66.38,392.0,511.62,2447.830078
46.54,2017,7,14,"1,250.88",131.7,365.25,66.58,403.0,510.75,2459.27002
46.02,2017,7,17,"1,237.75",131.55,375.0,67.72,387.3,506.5,2459.139893
46.4,2017,7,18,"1,249.75",131.9,377.0,68.1,385.5,504.75,2460.610107
47.12,2017,7,19,"1,240.88",131.2,382.5,68.11,388.8,503.62,2473.830078
46.79,2017,7,20,"1,247.75",135.0,391.0,68.97,388.6,505.62,2473.449951
45.77,2017,7,21,"1,254.90",136.55,379.75,68.3,386.7,499.5,2472.540039
46.34,2017,7,24,"1,262.75",132.55,377.25,68.28,378.9,488.88,2469.909912
47.89,2017,7,25,"1,249.05",130.6,368.75,68.84,377.2,475.12,2477.1298829999996
48.75,2017,7,26,"1,261.10",134.8,372.75,68.41,377.5,478.0,2477.830078
49.04,2017,7,27,"1,259.00",135.95,374.25,68.81,381.4,480.75,2475.419922
49.71,2017,7,28,"1,269.25",137.85,374.25,68.78,377.7,481.25,2472.100098
50.17,2017,7,31,"1,269.55",139.25,370.75,68.93,378.3,474.25,2470.300049
49.16,2017,8,1,"1,269.05",137.85,362.5,69.31,380.9,461.5,2476.350098
49.59,2017,8,2,"1,266.70",140.35,365.0,70.25,384.7,461.0,2477.570068
49.03,2017,8,3,"1,268.65",140.2,363.5,70.16,383.8,457.5,2472.159912
49.58,2017,8,4,"1,258.60",140.15,366.5,70.58,373.8,455.0,2476.830078
49.39,2017,8,7,"1,257.70",142.05,372.25,70.52,367.6,463.75,2480.909912
49.17,2017,8,8,"1,261.50",142.75,369.75,71.16,368.0,457.0,2474.919922
49.56,2017,8,9,"1,277.58",142.65,372.25,71.16,368.0,459.75,2474.02002
48.59,2017,8,10,"1,285.20",138.5,357.25,68.88,365.5,440.25,2438.209961
48.82,2017,8,11,"1,289.20",140.3,360.75,68.19,365.4,439.25,2441.320068
47.59,2017,8,14,"1,281.50",136.95,362.75,67.75,370.3,440.5,2465.840088
47.55,2017,8,15,"1,272.25",132.0,355.25,67.2,373.6,430.0,2464.610107
46.78,2017,8,16,"1,282.80",130.95,352.5,66.85,370.3,419.25,2468.110107
47.09,2017,8,17,"1,287.50",128.45,350.5,66.86,371.3,414.0,2430.01001
48.51,2017,8,18,"1,284.50",128.05,352.0,67.19,366.3,416.25,2425.550049
47.37,2017,8,21,"1,291.23",126.4,349.0,67.41,365.3,410.0,2428.3701170000004
47.64,2017,8,22,"1,284.73",125.85,346.0,67.9,367.6,403.0,2452.51001
48.41,2017,8,23,"1,290.75",126.25,342.0,68.9,365.9,403.12,2444.040039
47.43,2017,8,24,"1,287.50",126.7,342.0,69.81,373.9,409.25,2438.969971
47.87,2017,8,25,"1,291.25",130.2,338.75,68.11,372.0,410.0,2443.050049
46.57,2017,8,28,"1,312.30",129.9,336.0,69.83,380.1,428.75,2444.23999
46.44,2017,8,29,"1,300.80",127.3,333.5,69.93,376.3,429.5,2446.300049
45.96,2017,8,30,"1,304.50",126.95,329.5,70.83,380.0,429.75,2457.590088
47.23,2017,8,31,"1,321.20",128.15,342.25,71.0,385.7,435.5,2471.649902
47.29,2017,9,1,"1,324.85",127.75,340.0,71.74,386.8,438.88,2476.550049
48.66,2017,9,5,"1,342.50",126.5,344.25,74.88,396.4,443.5,2457.850098
49.16,2017,9,6,"1,333.50",126.6,347.0,74.53,390.0,445.75,2465.540039
49.09,2017,9,7,"1,345.70",127.9,341.75,74.31,394.3,437.5,2465.100098
47.48,2017,9,8,"1,346.70",129.4,344.25,74.51,399.5,437.75,2461.429932
48.07,2017,9,11,"1,327.50",130.6,345.5,72.22,391.8,434.5,2488.110107
48.23,2017,9,12,"1,331.93",133.8,340.0,69.15,395.0,442.5,2496.47998
49.3,2017,9,13,"1,323.25",136.6,338.5,69.3,398.4,444.5,2498.3701170000004
49.89,2017,9,14,"1,329.83",135.85,341.75,69.17,409.2,442.0,2495.6201170000004
49.89,2017,9,15,"1,319.63",140.0,354.75,68.97,395.2,448.75,2500.22998
49.91,2017,9,18,"1,307.65",138.95,351.5,69.41,379.2,444.0,2503.8701170000004
49.48,2017,9,19,"1,315.50",133.95,348.25,69.37,381.8,442.75,2506.649902
50.41,2017,9,20,"1,302.00",136.55,350.0,69.31,390.0,449.5,2508.23999
50.55,2017,9,21,"1,286.00",135.0,350.25,68.22,388.4,452.75,2500.600098
50.66,2017,9,22,"1,297.38",134.45,353.5,68.53,393.1,449.5,2502.219971
52.22,2017,9,25,"1,310.55",131.55,353.75,69.47,390.0,454.0,2496.659912
51.88,2017,9,26,"1,293.90",132.25,352.25,68.83,388.9,453.5,2496.840088
52.14,2017,9,27,"1,283.50",129.35,354.0,68.72,393.5,461.5,2507.040039
51.56,2017,9,28,"1,289.88",128.5,352.5,68.99,402.4,454.75,2510.060059
51.67,2017,9,29,"1,278.50",128.05,355.25,68.42,402.2,448.25,2519.360107
50.58,2017,10,2,"1,273.50",127.2,351.5,67.6,406.8,444.75,2529.1201170000004
50.42,2017,10,3,"1,268.50",125.45,349.5,67.55,410.4,448.5,2534.580078
49.98,2017,10,4,"1,274.70",125.15,348.25,68.92,408.8,442.5,2537.73999
50.79,2017,10,5,"1,267.50",127.2,349.5,68.23,408.9,441.25,2552.070068
49.29,2017,10,6,"1,276.53",130.0,350.0,68.67,412.1,444.0,2549.330078
49.58,2017,10,9,"1,286.60",130.95,349.5,68.97,413.7,436.0,2544.72998
50.92,2017,10,10,"1,287.85",131.0,349.25,68.91,407.3,435.88,2550.639893
51.3,2017,10,11,"1,298.88",126.8,346.0,68.72,409.2,433.5,2555.23999
50.6,2017,10,12,"1,296.50",126.35,349.0,67.88,417.2,430.25,2550.929932
51.45,2017,10,13,"1,304.88",126.45,352.75,68.68,424.3,439.75,2553.169922
51.87,2017,10,16,"1,295.10",123.75,350.5,67.65,429.8,436.25,2557.639893
51.88,2017,10,17,"1,283.00",124.15,350.0,67.8,428.5,434.75,2559.360107
52.04,2017,10,18,"1,281.18",124.3,348.5,67.71,423.7,430.0,2561.26001
51.29,2017,10,19,"1,291.55",126.85,349.0,67.35,426.7,432.75,2562.100098
51.47,2017,10,20,"1,280.73",125.25,344.5,66.84,427.5,425.88,2575.209961
51.9,2017,10,23,"1,282.50",124.35,351.25,69.72,435.6,437.25,2564.97998
52.47,2017,10,24,"1,274.50",123.2,352.75,69.57,440.6,437.75,2569.1298829999996
52.18,2017,10,25,"1,281.50",124.1,351.0,69.2,439.7,435.0,2557.149902
52.64,2017,10,26,"1,267.50",124.55,350.5,68.16,440.9,431.75,2560.399902
